MAC_addr,label,avg_win,avg_mss,avg_sen,ip_cnt,df_cnt,icmp_cnt,tcp_cnt,udp_cnt,http_cnt,dhcp_cnt,dns_cnt,ntp_cnt
00:24:e4:20:28:c6,20,18621.2,1460,0.821875,437,437,0,426,11,66,0,11,1
00:24:e4:20:28:c6,20,17946,1460,0.77671,475,475,0,462,13,102,0,13,1
00:24:e4:20:28:c6,20,18472,1460,0.826066,409,409,0,402,7,42,0,7,1
00:24:e4:20:28:c6,20,17985.3,1460,0.785339,483,483,0,468,15,108,0,15,1
00:24:e4:20:28:c6,20,18922.5,1460,0.824887,409,409,0,402,7,42,0,7,1
00:24:e4:20:28:c6,20,37969.8,1460,0.807132,445,445,0,433,12,73,1,11,1
00:24:e4:20:28:c6,20,38032.9,1460,0.807976,437,437,0,427,10,67,0,10,1
00:24:e4:20:28:c6,20,36704.5,1460,0.80121,460,460,0,447,13,87,0,13,1
00:24:e4:20:28:c6,20,38276.2,1460,0.814435,434,434,0,424,10,64,0,10,1
00:24:e4:20:28:c6,20,39499.9,1460,0.827072,409,409,0,402,7,42,0,7,1
00:24:e4:20:28:c6,20,39982.5,1460,0.825774,409,409,0,402,7,42,0,7,1
00:24:e4:20:28:c6,20,33751.3,1460,0.766114,536,536,0,514,22,154,1,21,1
00:24:e4:20:28:c6,20,38644.5,1460,0.826134,409,409,0,402,7,42,0,7,1
00:24:e4:20:28:c6,20,38745,1460,0.798653,442,442,0,432,10,72,0,10,1
00:24:e4:20:28:c6,20,39659.4,1460,0.825422,409,409,0,402,7,42,0,7,1
00:24:e4:20:28:c6,20,36122.2,1460,0.785907,477,477,0,463,14,103,0,14,1
00:24:e4:20:28:c6,20,39579.5,1460,0.825963,409,409,0,402,7,42,0,7,1
00:24:e4:20:28:c6,20,39776.5,1460,0.821091,419,419,0,410,9,50,1,8,1
00:24:e4:20:28:c6,20,36986.7,1460,0.781981,459,459,0,448,11,88,0,11,1
00:24:e4:20:28:c6,20,39820.3,1460,0.827274,409,409,0,402,7,42,0,7,1
00:24:e4:20:28:c6,20,37245.6,1460,0.798443,443,443,0,433,10,73,0,10,1
00:24:e4:20:28:c6,20,40228.3,1460,0.825257,409,409,0,402,7,42,0,7,1
00:24:e4:20:28:c6,20,39262.9,1460,0.825106,409,409,0,402,7,42,0,7,1
00:24:e4:20:28:c6,20,36466.5,1460,0.777103,463,463,0,451,12,91,1,11,1
00:24:e4:20:28:c6,20,34771.9,1460,0.790583,513,513,0,493,20,133,0,20,1
00:24:e4:20:28:c6,20,37862.6,1460,0.811345,455,455,0,442,13,82,0,13,1
00:24:e4:20:28:c6,20,37365,1460,0.805169,446,446,0,435,11,75,0,11,1
00:24:e4:20:28:c6,20,23410.3,1460,0.825272,411,411,0,404,7,42,0,7,1
00:24:e4:20:28:c6,20,18382.8,1460,0.796742,444,444,0,434,10,74,0,10,1
00:24:e4:20:28:c6,20,28135.6,1460,0.776226,627,627,0,600,27,118,1,26,1
00:24:e4:20:28:c6,20,38514.2,1460,0.81031,435,435,0,425,10,65,0,10,1
00:24:e4:20:28:c6,20,37888.1,1460,0.805865,439,439,0,429,10,69,0,10,1
00:24:e4:20:28:c6,20,40064.1,1460,0.826089,409,409,0,402,7,42,0,7,1
00:24:e4:20:28:c6,20,39341.5,1460,0.825189,409,409,0,402,7,42,0,7,1
00:24:e4:20:28:c6,20,36584.8,1460,0.780446,465,465,0,453,12,93,0,12,1
00:24:e4:20:28:c6,20,32314.6,1460,0.798696,500,500,0,484,16,68,1,15,1
00:24:e4:20:28:c6,20,36043.9,1460,0.788277,474,474,0,460,14,100,0,14,1
00:24:e4:20:28:c6,20,37418.4,1460,0.802357,447,447,0,436,11,76,0,11,1
00:24:e4:20:28:c6,20,37144.9,1460,0.806619,458,458,0,445,13,85,0,13,1
00:24:e4:20:28:c6,20,39820.3,1460,0.825195,409,409,0,402,7,42,0,7,1
00:24:e4:20:28:c6,20,38096.9,1460,0.796226,443,443,0,433,10,73,0,10,1
00:24:e4:20:28:c6,20,37472.6,1460,0.803969,447,447,0,435,12,75,1,11,1
00:24:e4:20:28:c6,20,40228.3,1460,0.825724,409,409,0,402,7,42,0,7,1
00:24:e4:20:28:c6,20,35424.1,1460,0.782645,506,506,0,488,18,128,0,18,1
00:24:e4:20:28:c6,20,37306.7,1460,0.808867,377,377,0,367,10,74,0,10,1
00:24:e4:20:28:c6,20,36454.9,1460,0.796953,433,433,0,420,13,89,0,13,1
00:24:e4:20:28:c6,20,35904.8,1460,0.801297,481,481,0,465,16,105,0,16,1
00:24:e4:20:28:c6,20,37404.3,1460,0.80397,460,460,0,446,14,86,1,13,1
00:24:e4:20:28:c6,20,37755.8,1460,0.810706,442,442,0,431,11,71,0,11,1
00:24:e4:20:28:c6,20,34345.6,1460,0.787877,508,508,0,489,19,129,0,19,1
00:24:e4:20:28:c6,20,37574,1460,0.804157,459,459,0,446,13,86,0,13,1
00:24:e4:20:28:c6,20,40146.1,1460,0.825897,409,409,0,402,7,42,0,7,1
00:24:e4:20:28:c6,20,36832,1460,0.792032,466,466,0,453,13,93,0,13,1
00:24:e4:20:28:c6,20,26458.8,1460,0.813607,831,831,0,816,15,96,1,14,1
00:24:e4:20:28:c6,20,26978.9,1460,0.82987,769,769,0,762,7,42,0,7,1
00:24:e4:20:28:c6,20,27133.4,1460,0.828446,783,783,0,774,9,54,0,9,1
00:24:e4:20:28:c6,20,26165.3,1460,0.805904,818,818,0,807,11,87,0,11,1
00:24:e4:20:28:c6,20,27134,1460,0.830071,769,769,0,762,7,42,0,7,1
00:24:e4:20:28:c6,20,26143.4,1460,0.811584,825,825,0,812,13,92,0,13,1
00:24:e4:20:28:c6,20,26150.4,1460,0.819005,843,843,0,825,18,105,1,17,1
00:24:e4:20:28:c6,20,25276.6,1460,0.815081,926,926,0,898,28,178,0,28,1
00:24:e4:20:28:c6,20,26464.8,1460,0.817268,800,800,0,790,10,70,0,10,1
00:24:e4:20:28:c6,20,26351.6,1460,0.812056,824,824,0,811,13,91,0,13,1
00:24:e4:20:28:c6,20,26296.5,1460,0.818452,818,818,0,805,13,85,0,13,1
00:24:e4:20:28:c6,20,27354.1,1460,0.829411,769,769,0,762,7,42,0,7,1
00:24:e4:20:28:c6,20,26670.5,1460,0.812824,811,811,0,799,12,79,1,11,1
00:24:e4:20:28:c6,20,26361.3,1460,0.810741,826,826,0,813,13,93,0,13,1
00:24:e4:20:28:c6,20,26296.5,1460,0.818559,818,818,0,805,13,85,0,13,1
00:24:e4:20:28:c6,20,26721.4,1460,0.820365,797,797,0,787,10,67,0,10,1
00:24:e4:20:28:c6,20,25793.7,1460,0.814505,868,868,0,848,20,128,0,20,1
00:24:e4:20:28:c6,20,27290.8,1460,0.828939,769,769,0,762,7,42,0,7,1
00:24:e4:20:28:c6,20,26967.3,1460,0.827228,779,779,0,770,9,50,1,8,1
00:24:e4:20:28:c6,20,25700.6,1460,0.80377,873,873,0,854,19,134,0,19,1
00:24:e4:20:28:c6,20,26593.1,1460,0.814788,822,822,0,809,13,89,0,13,1
00:24:e4:20:28:c6,20,26689.4,1460,0.824373,794,794,0,784,10,63,0,10,1
00:24:e4:20:28:c6,20,26245.4,1460,0.810477,852,852,0,835,17,115,0,17,1
00:24:e4:20:28:c6,20,26852.7,1460,0.822484,802,802,0,791,11,71,0,11,1
00:24:e4:20:28:c6,20,51250.3,1460,0.829116,769,769,0,762,7,42,0,7,1
00:24:e4:20:28:c6,20,51853.2,1460,0.829404,770,770,0,763,7,43,0,7,1
00:24:e4:20:28:c6,20,48090.3,1460,0.807162,843,843,0,828,15,108,0,15,1
00:24:e4:20:28:c6,20,51667.4,1460,0.82932,769,769,0,762,7,42,0,7,1
00:24:e4:20:28:c6,20,49138.6,1460,0.812263,813,813,0,802,11,81,0,11,1
00:24:e4:20:28:c6,20,50501,1460,0.825791,780,780,0,771,9,50,1,8,1
00:24:e4:20:28:c6,20,51368.8,1460,0.829011,769,769,0,762,7,42,0,7,1
00:24:e4:20:28:c6,20,49290,1460,0.805835,811,811,0,801,10,81,0,10,1
00:24:e4:20:28:c6,20,49660.3,1460,0.815512,809,809,0,798,11,78,0,11,1
00:24:e4:20:28:c6,20,50945.2,1460,0.82878,768,768,0,761,7,42,0,7,1
00:24:e4:20:28:c6,20,51087.6,1460,0.827458,783,783,0,774,9,54,0,9,1
00:24:e4:20:28:c6,20,48462.6,1460,0.803234,830,830,0,817,13,96,1,12,1
00:24:e4:20:28:c6,20,49973.7,1460,0.821664,804,804,0,793,11,73,0,11,1
00:24:e4:20:28:c6,20,51547.5,1460,0.830084,769,769,0,762,7,42,0,7,1
00:24:e4:20:28:c6,20,46242.4,1460,0.804168,886,886,0,865,21,145,0,21,1
00:24:e4:20:28:c6,20,49026.1,1460,0.817783,819,819,0,806,13,86,0,13,1
00:24:e4:20:28:c6,20,48848.2,1460,0.819664,817,817,0,804,13,84,0,13,1
00:24:e4:20:28:c6,20,47628.7,1460,0.813352,851,851,0,833,18,113,1,17,1
00:24:e4:20:28:c6,20,51014.9,1460,0.829184,769,769,0,762,7,42,0,7,1
00:24:e4:20:28:c6,20,50059.7,1460,0.814241,803,803,0,793,10,73,0,10,1
00:24:e4:20:28:c6,20,50293.7,1460,0.820686,796,796,0,786,10,66,0,10,1
00:24:e4:20:28:c6,20,39825,1460,0.817295,828,828,0,814,14,92,0,14,1
00:24:e4:20:28:c6,20,26506.5,1460,0.818656,823,823,0,809,14,91,0,14,1
00:24:e4:20:28:c6,20,20305.7,1460,0.824587,793,793,0,783,10,63,0,10,1
00:24:e4:20:28:c6,20,20362.1,1460,0.816768,801,801,0,791,10,71,0,10,1
00:24:e4:20:28:c6,20,20207.9,1460,0.817959,799,799,0,789,10,69,0,10,1
00:24:e4:20:28:c6,20,20379.5,1460,0.820666,796,796,0,786,10,66,0,10,1
00:24:e4:20:28:c6,20,20557.9,1460,0.829534,767,767,0,760,7,42,0,7,1
00:24:e4:20:28:c6,20,19715.1,1460,0.806016,859,859,0,841,18,121,1,17,1
00:24:e4:20:28:c6,20,20102.7,1460,0.826165,794,794,0,784,10,62,0,10,1
00:24:e4:20:28:c6,20,20589.1,1460,0.829327,769,769,0,762,7,42,0,7,1
00:24:e4:20:28:c6,20,20609.1,1460,0.828709,768,768,0,761,7,42,0,7,1
00:24:e4:20:28:c6,20,19733.4,1460,0.800852,855,855,0,839,16,120,0,16,1
00:24:e4:20:28:c6,20,20230.3,1460,0.818704,799,799,0,789,10,69,0,10,1
00:24:e4:20:28:c6,20,20091.2,1460,0.820662,831,831,0,815,16,95,1,15,1
00:24:e4:20:28:c6,20,20828.8,1460,0.82919,769,769,0,762,7,42,0,7,1
00:24:e4:20:28:c6,20,20314.3,1460,0.808949,815,815,0,804,11,84,0,11,1
00:24:e4:20:28:c6,20,20540.4,1460,0.820997,796,796,0,786,10,66,0,10,1
00:24:e4:20:28:c6,20,19973.4,1460,0.813307,843,843,0,827,16,107,0,16,1
00:24:e4:20:28:c6,20,20387.3,1460,0.822935,795,795,0,785,10,64,0,10,1
00:24:e4:20:28:c6,20,20261.9,1460,0.820496,803,803,0,791,12,72,1,11,1
00:24:e4:20:28:c6,20,20502.4,1460,0.829677,771,771,0,764,7,42,0,7,1
00:24:e4:20:28:c6,20,20828.8,1460,0.828644,769,769,0,762,7,42,0,7,1
00:24:e4:20:28:c6,20,19660.6,1460,0.795538,875,875,0,857,18,137,0,18,1
00:24:e4:20:28:c6,20,29726,1460,0.818331,833,833,0,818,15,96,0,15,1
00:24:e4:20:28:c6,20,49294.3,1460,0.817844,819,819,0,806,13,86,0,13,1
00:24:e4:20:28:c6,20,48008.6,1460,0.812132,837,837,0,821,16,103,1,15,1
00:24:e4:20:28:c6,20,43538.7,1460,0.823872,793,793,0,783,10,64,0,10,1
00:24:e4:20:28:c6,20,44201.1,1460,0.828715,770,770,0,763,7,42,0,7,1
00:24:e4:20:28:c6,20,44455.7,1460,0.829342,770,770,0,763,7,42,0,7,1
00:24:e4:20:28:c6,20,43091.8,1460,0.806155,811,811,0,801,10,81,0,10,1
00:24:e4:20:28:c6,20,43026.6,1460,0.814977,802,802,0,792,10,72,0,10,1
00:24:e4:20:28:c6,20,44051,1460,0.826275,779,779,0,770,9,50,1,8,1
00:24:e4:20:28:c6,20,42708.6,1460,0.810106,827,827,0,814,13,94,0,13,1
00:24:e4:20:28:c6,20,44446.4,1460,0.829003,769,769,0,762,7,42,0,7,1
00:24:e4:20:28:c6,20,43324,1460,0.827475,797,797,0,786,11,66,0,11,1
00:24:e4:20:28:c6,20,43006,1460,0.805656,812,812,0,802,10,82,0,10,1
00:24:e4:20:28:c6,20,43889.6,1460,0.829142,769,769,0,762,7,42,0,7,1
00:24:e4:20:28:c6,20,43711.9,1460,0.82541,800,800,0,788,12,68,1,11,1
00:24:e4:20:28:c6,20,41663.7,1460,0.801604,845,845,0,831,14,111,0,14,1
00:24:e4:20:28:c6,20,44446.4,1460,0.828806,769,769,0,762,7,42,0,7,1
00:24:e4:20:28:c6,20,43989.8,1460,0.830027,769,769,0,762,7,42,0,7,1
00:24:e4:20:28:c6,20,42402.7,1460,0.805989,818,818,0,807,11,87,0,11,1
00:24:e4:20:28:c6,20,44183.2,1460,0.824983,793,793,0,783,10,63,0,10,1
00:24:e4:20:28:c6,20,44303.6,1460,0.82586,779,779,0,770,9,50,1,8,1
00:24:e4:20:28:c6,20,42671.5,1460,0.807244,817,817,0,806,11,86,0,11,1
00:24:e4:20:28:c6,20,37669.9,1460,0.820803,805,805,0,794,11,72,0,11,1
00:24:e4:20:28:c6,20,20131.9,1460,0.816733,820,820,0,807,13,87,0,13,1
00:24:e4:20:28:c6,20,20311.1,1460,0.822926,801,801,0,790,11,70,0,11,1
00:24:e4:20:28:c6,20,20055.8,1460,0.819537,824,824,0,810,14,90,0,14,1
00:24:e4:20:28:c6,20,19983.6,1460,0.810662,839,839,0,823,16,105,1,15,1
00:24:e4:20:28:c6,20,43202.4,1460,0.816308,806,806,0,795,11,75,0,11,1
00:24:e4:20:28:c6,20,43872.3,1460,0.819791,797,797,0,787,10,67,0,10,1
00:24:e4:20:28:c6,20,43412.3,1460,0.822541,795,795,0,785,10,65,0,10,1
00:24:e4:20:28:c6,20,44293.1,1460,0.829904,769,769,0,762,7,42,0,7,1
00:24:e4:20:28:c6,20,45123,1460,0.828367,769,769,0,762,7,42,0,7,1
00:24:e4:20:28:c6,20,42256.3,1460,0.804927,826,826,0,813,13,93,1,12,1
00:24:e4:20:28:c6,20,43384.4,1460,0.82515,806,806,0,794,12,74,0,12,1
00:24:e4:20:28:c6,20,42643.8,1460,0.809785,814,814,0,803,11,83,0,11,1
00:24:e4:20:28:c6,20,44610.8,1460,0.829017,776,776,0,768,8,48,0,8,1
00:24:e4:20:28:c6,20,44497.7,1460,0.829452,769,769,0,762,7,42,0,7,1
00:24:e4:20:28:c6,20,42996.6,1460,0.80569,811,811,0,801,10,81,0,10,1
00:24:e4:20:28:c6,20,43700.5,1460,0.828827,771,771,0,763,8,42,1,7,1
00:24:e4:20:28:c6,20,44396.1,1460,0.827475,777,777,0,769,8,50,0,8,1
00:24:e4:20:28:c6,20,43207,1460,0.805352,813,813,0,803,10,82,0,10,1
00:24:e4:20:28:c6,20,44921.5,1460,0.82893,770,770,0,763,7,42,0,7,1
00:24:e4:20:28:c6,20,43949.4,1460,0.829689,770,770,0,763,7,42,0,7,1
00:24:e4:20:28:c6,20,43254,1460,0.804934,813,813,0,803,10,83,0,10,1
00:24:e4:20:28:c6,20,43632.7,1460,0.82638,777,777,0,768,9,50,1,8,1
00:24:e4:20:28:c6,20,42847.4,1460,0.827431,797,797,0,786,11,66,0,11,1
00:24:e4:20:28:c6,20,42305.5,1460,0.805128,812,812,0,802,10,82,0,10,1
00:24:e4:20:28:c6,20,43773.9,1460,0.820749,799,799,0,789,10,67,0,10,1
00:24:e4:20:28:c6,20,44497.7,1460,0.829766,769,769,0,762,7,42,0,7,1
00:24:e4:20:28:c6,20,44756.1,1460,0.828796,769,769,0,762,7,42,0,7,1
00:24:e4:20:28:c6,20,40922.3,1460,0.797087,869,869,0,851,18,131,1,17,1
00:24:e4:20:28:c6,20,35552.6,1460,0.822056,635,633,0,596,39,69,2,14,1
00:24:e4:20:28:c6,20,32258.8,1460,0.813489,927,925,0,874,53,121,2,24,1
00:24:e4:20:28:c6,20,42646,1460,0.806319,829,829,0,817,12,92,0,12,1
00:24:e4:20:28:c6,20,44652.4,1460,0.829014,769,769,0,762,7,42,0,7,1
00:24:e4:20:28:c6,20,44600.7,1460,0.828332,769,769,0,762,7,42,0,7,1
00:24:e4:20:28:c6,20,42541.1,1460,0.802102,837,837,0,823,14,103,0,13,1
00:24:e4:20:28:c6,20,36609.8,1460,0.824714,872,872,0,858,14,92,0,14,1
00:24:e4:20:28:c6,20,30917.1,1460,0.828415,784,784,0,774,10,54,1,9,1
00:24:e4:20:28:c6,20,29851.9,1460,0.812547,825,825,0,812,13,92,0,13,1
00:24:e4:20:28:c6,20,30576.8,1460,0.828919,790,790,0,780,10,60,0,10,1
00:24:e4:20:28:c6,20,29838,1460,0.809498,821,821,0,809,12,89,0,12,1
00:24:e4:20:28:c6,20,31167.4,1460,0.829422,769,769,0,762,7,42,0,7,1
00:24:e4:20:28:c6,20,42130.2,1460,0.825405,798,798,0,786,12,48,0,12,1
00:24:e4:20:28:c6,20,42667,1460,0.80649,812,812,0,801,11,81,1,10,1
ec:1a:59:83:28:11,1,15197.7,1460,0.661493,2422,2422,165,2180,50,0,0,4,1
ec:1a:59:83:28:11,1,15670.6,1460,0.659316,1471,1471,165,1231,50,0,0,4,1
ec:1a:59:83:28:11,1,15738.2,1460,0.659507,1517,1517,165,1261,62,0,0,4,1
ec:1a:59:83:28:11,1,15772.2,1460,0.661091,1529,1529,168,1280,52,0,0,4,1
ec:1a:59:83:28:11,1,15564.4,1460,0.661243,1514,1514,165,1271,50,0,0,4,1
ec:1a:59:83:28:11,1,15902.9,1460,0.660897,1523,1523,165,1280,52,0,0,4,1
ec:1a:59:83:28:11,1,15570.9,1460,0.659992,1422,1422,165,1183,48,0,0,4,1
ec:1a:59:83:28:11,1,15633.6,1460,0.661834,1568,1568,165,1325,52,0,0,4,1
ec:1a:59:83:28:11,1,15818.3,1460,0.660996,1519,1519,168,1271,52,0,0,4,1
ec:1a:59:83:28:11,1,15695.3,1460,0.66064,1581,1581,168,1336,50,0,0,2,1
ec:1a:59:83:28:11,1,15712.3,1460,0.659699,1458,1458,165,1215,49,0,0,4,1
ec:1a:59:83:28:11,1,15700.5,1460,0.657762,1548,1548,165,1284,73,0,0,5,1
ec:1a:59:83:28:11,1,15084.4,1460,0.681864,2620,2620,161,2372,60,0,0,12,1
ec:1a:59:83:28:11,1,14393.2,1460,0.662718,1936,1936,166,1690,56,0,0,4,1
ec:1a:59:83:28:11,1,14247.8,1460,0.66319,1003,1003,78,885,26,0,0,2,1
ec:1a:59:83:28:11,1,14245.5,1460,0.660934,2302,2302,165,2053,54,0,0,4,1
ec:1a:59:83:28:11,1,14006.9,1460,0.658157,1192,1192,165,952,48,0,0,4,1
ec:1a:59:83:28:11,1,14261.3,1460,0.65872,1380,1380,165,1123,64,0,0,4,1
ec:1a:59:83:28:11,1,14159.7,1460,0.659625,1248,1248,168,1004,50,0,0,4,1
ec:1a:59:83:28:11,1,14064.3,1460,0.659885,1203,1203,165,963,48,0,0,4,1
ec:1a:59:83:28:11,1,14227.6,1460,0.659872,1342,1342,165,1097,52,0,0,4,1
ec:1a:59:83:28:11,1,14201.9,1460,0.658923,1250,1250,165,1005,52,0,0,4,1
ec:1a:59:83:28:11,1,14149.6,1460,0.661087,1331,1331,169,1086,50,0,0,2,1
ec:1a:59:83:28:11,1,14046.9,1460,0.660172,1179,1179,167,938,48,0,0,4,1
ec:1a:59:83:28:11,1,13826.6,1460,0.726572,1369,1369,165,1124,56,0,0,4,1
ec:1a:59:83:28:11,1,13193,1460,0.652282,1897,1897,165,1618,86,0,0,4,1
ec:1a:59:83:28:11,1,13092.4,1460,0.653714,1764,1763,166,1479,96,0,0,8,1
ec:1a:59:83:28:11,1,13743.1,1460,0.66142,2958,2958,162,2682,86,0,0,8,1
ec:1a:59:83:28:11,1,13218.6,1460,0.652591,1813,1813,168,1538,80,0,0,4,1
ec:1a:59:83:28:11,1,14292.5,1460,0.656728,1973,1973,165,1709,74,0,0,4,1
ec:1a:59:83:28:11,1,14281.9,1460,0.658968,2095,2095,165,1844,58,0,0,4,1
ec:1a:59:83:28:11,1,14392.1,1460,0.657542,2045,2045,165,1793,58,0,0,4,1
ec:1a:59:83:28:11,1,14704.8,1460,0.659054,1785,1785,168,1537,52,0,0,2,1
ec:1a:59:83:28:11,1,15565.6,1460,0.656583,1567,1567,168,1320,52,0,0,4,1
ec:1a:59:83:28:11,1,15745.2,1460,0.656289,1509,1509,165,1264,52,0,0,4,1
ec:1a:59:83:28:11,1,15631,1460,0.656683,1561,1561,165,1317,52,0,0,4,1
ec:1a:59:83:28:11,1,15835.2,1460,0.655268,1464,1464,150,1233,52,0,0,6,1
ec:1a:59:83:28:11,1,15846,1460,0.655773,1476,1476,168,1229,52,0,0,4,1
ec:1a:59:83:28:11,1,15577.7,1460,0.657683,1599,1599,168,1332,70,0,0,2,1
ec:1a:59:83:28:11,1,14222.6,1460,0.661834,1278,1278,165,1036,52,0,0,4,1
ec:1a:59:83:28:11,1,14265.1,1460,0.661535,1352,1352,165,1105,54,0,0,4,1
ec:1a:59:83:28:11,1,14078.7,1460,0.662236,1279,1279,167,1022,62,0,0,4,1
ec:1a:59:83:28:11,1,14238.1,1460,0.662729,1284,1284,166,1037,52,0,0,4,1
ec:1a:59:83:28:11,1,14164.4,1460,0.662753,1311,1311,165,1065,52,0,0,4,1
ec:1a:59:83:28:11,1,14164.9,1460,0.662063,1262,1262,165,1016,54,0,0,4,1
ec:1a:59:83:28:11,1,14147.5,1460,0.661885,1293,1293,165,1050,52,0,0,4,1
ec:1a:59:83:28:11,1,14089.1,1460,0.663876,1195,1195,168,948,50,0,0,4,1
ec:1a:59:83:28:11,1,14138.6,1460,0.662593,1233,1233,165,993,50,0,0,4,1
ec:1a:59:83:28:11,1,14265.4,1460,0.662398,1332,1332,168,1088,50,0,0,2,1
ec:1a:59:83:28:11,1,14293.7,1460,0.662469,2166,2166,165,1927,50,0,0,4,1
ec:1a:59:83:28:11,1,14007.8,1460,0.660766,1335,1335,165,1070,72,0,0,4,1
ec:1a:59:83:28:11,1,14308.3,1460,0.674446,1361,1361,165,1113,58,0,0,8,1
ec:1a:59:83:28:11,1,13996.9,1460,0.661295,1192,1192,165,953,48,0,0,4,1
ec:1a:59:83:28:11,1,14030.2,1460,0.661664,1274,1274,165,1019,62,0,0,4,1
ec:1a:59:83:28:11,1,14095.8,1460,0.661154,1265,1265,165,1023,52,0,0,4,1
ec:1a:59:83:28:11,1,14050,1460,0.661109,1274,1274,165,1031,50,0,0,4,1
ec:1a:59:83:28:11,1,14092.9,1460,0.662759,1244,1244,165,1000,52,0,0,4,1
ec:1a:59:83:28:11,1,14193.9,1460,0.661467,1246,1246,168,1002,50,0,0,4,1
ec:1a:59:83:28:11,1,14114.1,1460,0.661156,1330,1330,165,1086,52,0,0,4,1
ec:1a:59:83:28:11,1,14103.6,1460,0.661615,1270,1270,168,1028,50,0,0,2,1
ec:1a:59:83:28:11,1,14245.1,1460,0.660644,1372,1372,165,1126,54,0,0,4,1
ec:1a:59:83:28:11,1,14165.4,1460,0.662055,2201,2201,168,1954,50,0,0,4,1
ec:1a:59:83:28:11,1,14268,1460,0.661901,1353,1353,165,1086,74,0,0,4,1
ec:1a:59:83:28:11,1,14099.5,1460,0.662582,1214,1214,165,968,52,0,0,4,1
ec:1a:59:83:28:11,1,14075,1460,0.662294,1321,1321,168,1074,50,0,0,2,1
ec:1a:59:83:28:11,1,14103.2,1460,0.6619,1255,1255,168,1003,62,0,0,4,1
ec:1a:59:83:28:11,1,14283.5,1460,0.663953,1277,1277,165,1036,52,0,0,4,1
ec:1a:59:83:28:11,1,14212.9,1460,0.663113,1233,1233,165,992,52,0,0,4,1
ec:1a:59:83:28:11,1,13925,1460,0.66344,1182,1182,165,938,52,0,0,4,1
ec:1a:59:83:28:11,1,14211.1,1460,0.663059,1307,1307,165,1065,50,0,0,4,1
ec:1a:59:83:28:11,1,14077,1460,0.664634,1277,1277,168,1028,52,0,0,4,1
ec:1a:59:83:28:11,1,13953.9,1460,0.663492,1237,1236,166,989,54,0,0,8,1
ec:1a:59:83:28:11,1,14148.7,1460,0.6634,1324,1324,165,1080,52,0,0,4,1
ec:1a:59:83:28:11,1,14337,1460,0.662704,2239,2239,165,1992,54,0,0,4,1
ec:1a:59:83:28:11,1,14014.9,1460,0.66152,1352,1352,165,1086,72,0,0,4,1
ec:1a:59:83:28:11,1,14582,1460,0.674369,1402,1402,168,1149,58,0,0,6,1
ec:1a:59:83:28:11,1,14296,1460,0.662643,1313,1313,165,1074,52,0,0,4,1
ec:1a:59:83:28:11,1,14069,1460,0.663672,1144,1144,165,896,57,0,0,4,1
ec:1a:59:83:28:11,1,14159.6,1460,0.662744,1347,1347,165,1101,52,0,0,4,1
ec:1a:59:83:28:11,1,13981.5,1460,0.66221,1226,1226,167,981,50,0,0,4,1
ec:1a:59:83:28:11,1,14356.8,1460,0.663813,1296,1296,166,1050,52,0,0,4,1
ec:1a:59:83:28:11,1,14104.5,1460,0.663186,1286,1286,165,1042,50,0,0,4,1
ec:1a:59:83:28:11,1,14181.8,1460,0.662201,1278,1278,165,1036,52,0,0,4,1
ec:1a:59:83:28:11,1,14150.6,1460,0.662357,1328,1328,165,1082,52,0,0,4,1
ec:1a:59:83:28:11,1,13966.4,1460,0.662363,1231,1231,168,986,50,0,0,4,1
ec:1a:59:83:28:11,1,14216.3,1460,0.663017,2178,2178,165,1935,50,0,0,4,1
ec:1a:59:83:28:11,1,13999.8,1460,0.663687,1308,1308,168,1047,68,0,0,2,1
ec:1a:59:83:28:11,1,13986.8,1460,0.662939,1233,1233,165,989,52,0,0,4,1
ec:1a:59:83:28:11,1,14157.5,1460,0.662998,1359,1359,165,1115,54,0,0,4,1
ec:1a:59:83:28:11,1,13657.3,1460,0.663177,1167,1167,171,912,56,0,0,2,1
ec:1a:59:83:28:11,1,14147.9,1460,0.664353,1275,1275,165,1031,52,0,0,4,1
ec:1a:59:83:28:11,1,14022.6,1460,0.663831,1284,1284,162,1041,52,0,0,4,1
ec:1a:59:83:28:11,1,14161.6,1460,0.663928,1201,1201,159,966,48,0,0,4,1
ec:1a:59:83:28:11,1,14257.7,1460,0.663172,1280,1280,165,1035,52,0,0,4,1
ec:1a:59:83:28:11,1,14162,1460,0.665151,1330,1330,166,1086,52,0,0,4,1
ec:1a:59:83:28:11,1,14116.4,1460,0.664182,1225,1225,167,979,52,0,0,4,1
ec:1a:59:83:28:11,1,14261.8,1460,0.663997,1246,1246,165,1003,50,0,0,4,1
ec:1a:59:83:28:11,1,14379.7,1460,0.663096,2205,2205,165,1961,54,0,0,4,1
ec:1a:59:83:28:11,1,14190.9,1460,0.662002,1302,1302,165,1038,72,0,0,4,1
ec:1a:59:83:28:11,1,14050.8,1460,0.674245,1321,1321,165,1073,54,0,0,8,1
ec:1a:59:83:28:11,1,14180,1460,0.664007,1280,1280,165,1033,54,0,0,4,1
ec:1a:59:83:28:11,1,14184.1,1460,0.663222,1300,1300,168,1043,60,0,0,2,1
ec:1a:59:83:28:11,1,13894.5,1460,0.664171,1245,1245,165,1003,48,0,0,4,1
ec:1a:59:83:28:11,1,14235.3,1460,0.662498,1271,1271,165,1027,52,0,0,4,1
ec:1a:59:83:28:11,1,14097.7,1460,0.664544,1293,1293,168,1047,52,0,0,4,1
